type,title,director,cast,country,release_year,rating,duration,listed_in
Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Daniel Radcliffe, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris, Mike Carlsen, Dylan Gelula, Chris Parnell, Heidi Gardner, Jack McBrayer, Zak Orth, Fred Armisen, Johnny Knoxville",United States,2020,TV-14,190 min,Comedies
Movie,Action Replayy,Vipul Amrutlal Shah,"Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Aditya Roy Kapur, Sudeepa Singh, Randhir Kapoor, Rajpal Yadav",India,2010,TV-PG,129 min,"Children & Family Movies, Comedies, International Movies"
Movie,Andaz Apna Apna,Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor, Paresh Rawal, Mehmood, Deven Verma, Jagdeep, Shakti Kapoor",India,1994,TV-14,160 min,"Action & Adventure, Comedies, Cult Movies"
Movie,Have a Good Trip: Adventures in Psychedelics,Donick Cary,"Nick Offerman, Adam Scott",United States,2020,TV-MA,86 min,Documentaries
Movie,John Henry,Will Forbes,"Terry Crews, Ludacris, Jamila Velazquez, J.J. Soria, Ken Foree, Daffany Clark, Kimberly Hébert-Gregory, Tyler Alvarez",United States,2020,R,92 min,"Dramas, Thrillers"
Movie,18 Presents,Francesco Amato,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",Italy,2020,TV-MA,114 min,"Dramas, Independent Movies, International Movies"
TV Show,The Eddy,"Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul","André Holland, Joanna Kulig, Amandla Stenberg, Leïla Bekhti, Tahar Rahim, Benjamin Biolay, Adil Dehbi, Melissa George, Lada Obradovic, Tchéky Karyo, Randy Kerber, Elyes Aguis, Damian Nueva Cortes","United Kingdom, Germany, United States, France",2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
Movie,Aerials,S.A. Zaidi,"Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed",United Arab Emirates,2016,TV-14,90 min,"International Movies, Sci-Fi & Fantasy"
Movie,In Paradox,Hamad AlSarraf,"Faisal Al Omairi, Jafra Younes, Samr Ismaiel, Ghanim Alzerlli, Jaber Jokhadar, Nawar Youssef, Jassim Al Nabhan, Fayez Kazak, Nancy Khoury, Jamal Hamdan",Kuwait,2019,TV-14,94 min,"International Movies, Sci-Fi & Fantasy, Thrillers"
TV Show,Scissor Seven,He Xiaofeng,"He Xiaofeng, Jiang Guangtao, Duan Yixuan, Zhu Rongrong, Wen Sen, Jiang Huiqin, Ban Ma, Ronny Chieng, Shinji Saito, Daniel Sosa",China,2020,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Comedies"
Movie,Si Doel the Movie,Rano Karno,"Rano Karno, Mandra Naih, Cornelia Agatha, Maudy Koesnaedi, Aminah Tjendrakasih, Suty Karno, Salman Alfarizi, Adam Jagwani",Indonesia,2018,TV-PG,86 min,"Dramas, International Movies"
Movie,Becoming,Nadia Hallgren,Michelle Obama,United States,2020,PG,89 min,Documentaries
Movie,Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,Jerry Seinfeld,United States,2020,TV-PG,61 min,Stand-Up Comedy
Movie,Arctic Dogs,Aaron Woodley,"Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti","India, United Kingdom, China, Canada, Japan, South Korea, United States",2019,PG,93 min,"Children & Family Movies, Comedies"
Movie,Luccas Neto em: Acampamento de Férias 2,Lucas Margutti,"Luccas Neto, Giovanna Alparone, Jéssica Diehl, Vivian Duarte",Brazil,2020,TV-G,81 min,"Children & Family Movies, Comedies, Music & Musicals"
Movie,One Day: Justice Delivered,Ashok Nanda,"Anupam Kher, Esha Gupta, Kumud Mishra, Kashyap Bharbhaya, Anusmiritu Sarkar, Zakir Hussain, Rajesh Sharma, Murli Sharma, Ananth Narayan Mahadevan, Deepshikha",India,2019,TV-14,120 min,"Dramas, International Movies"
TV Show,Almost Happy,Hernán Guerschuny,"Sebastián Wainraich, Natalie Pérez, Santiago Korovsky",Argentina,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
Movie,Bennett's War,Alex Ranarivelo,"Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King",United States,2019,PG-13,94 min,"Dramas, Sports Movies"
Movie,Death Can Wait,Fernando Ayllón,"Ricardo Quevedo, Nelson Polanía, Liss Pereira, Brian Moreno, Ana Cristina Botero, Jairo Ordóñez, Luis Alberto Saavedra, Blanca Ligia Franco, Marianne Schaller Romero, Shirley Marulanda",Colombia,2020,TV-14,91 min,"Comedies, International Movies"
Movie,Lady Driver,Shaun Paul Piccinino,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer, John Ducey, Matthew Joel Kranyak, David Gridley",United States,2019,PG,104 min,"Dramas, Sports Movies"
Movie,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,Mike Birbiglia,United States,2013,TV-14,76 min,Stand-Up Comedy
Movie,Roped,Shaun Paul Piccinino,"Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville",United States,2020,PG,90 min,"Children & Family Movies, Dramas, Romantic Movies"
Movie,The Stand at Paxton County,Brett Hedlund,"Jacqueline Toboni, Michael O'Neill, Tyler Jacob Moore, Christopher McDonald, Sean O'Bryan, Blake Sheldon, Zoe Kanters, Greg Perrow, Tanner Thomason",United States,2020,R,103 min,"Dramas, Independent Movies, Thrillers"
Movie,All Day and a Night,Joe Robert Cole,"Jeffrey Wright, Ashton Sanders, Regina Taylor, Yahya Abdul-Mateen II, Isaiah John, Kelly Jenrette, Shakira Ja-nai Paye",United States,2020,R,122 min,"Dramas, Independent Movies"
Movie,Cracked Up: The Darrell Hammond Story,Michelle Esrick,Darrell Hammond,United States,2018,TV-MA,97 min,Documentaries
Movie,Get In,Olivier Abbou,"Adama Niane, Stéphane Caillard, Paul Hamy, Eddy Leduc, Hubert Delattre, Matthieu Kacou, Charlotte Geiger, Christopher Fataki","France, Belgium",2019,TV-MA,98 min,"International Movies, Thrillers"
Movie,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore","Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Terrance Smith, Paul Killam, Omari Weaver, Ella Joy Ballesteros, Smith Foreman, Stanley Moore",United States,2020,TV-Y,42 min,Children & Family Movies
Movie,Madagascar: Escape 2 Africa,"Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Bernie Mac, Alec Baldwin, Sherri Shepherd",United States,2008,PG,91 min,"Children & Family Movies, Comedies"
Movie,Material,Craig Freimond,"Vincent Ebrahim, Riaad Moosa, Joey Rasdien, Denise Newman, Krijay Govender, Nik Rabinowitz, Zakeeya Patel, Carishma Basday, Royston Stoffels, Mel Miller",South Africa,2012,TV-14,94 min,"Comedies, Dramas, International Movies"
Movie,Mrs. Serial Killer,Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan",India,2020,TV-MA,107 min,"International Movies, Thrillers"
Movie,Psycho,Mysskin,"Udhayanidhi Stalin, Aditi Rao Hydari, Nithya Menon, Ram, Rajkumar Pitchumani",India,2020,TV-MA,143 min,"Horror Movies, International Movies, Thrillers"
Movie,The Half Of It,Alice Wu,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz, Collin Chou, Becky Ann Baker, Enrique Murciano, Macintyre Dixon, Catherine Curtin",United States,2020,PG-13,105 min,"Comedies, Dramas, LGBTQ Movies"
Movie,The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly","Ben Stiller, Michelle Monaghan, Jerry Stiller, Malin Akerman, Stephanie Courtney, Rob Corddry, Carlos Mencia, Ali Hillis, Danny McBride, Scott Wilson",United States,2007,R,116 min,"Comedies, Romantic Movies"
Movie,What a Girl Wants,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole","United States, United Kingdom",2003,PG,105 min,"Children & Family Movies, Comedies"
Movie,Dangerous Lies,Michael M. Scott,"Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould",United States,2020,TV-14,97 min,Thrillers
Movie,Rich in Love,Bruno Garotti,"Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Gillray Coutinho, Jeniffer Dias, Bruna Griphao, Fernanda Paes Leme",Brazil,2020,TV-14,105 min,"Comedies, International Movies, Romantic Movies"
TV Show,The Forest of Love: Deep Cut,Sion Sono,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
TV Show,The Victims' Game,"David Chuang, Chen Kuan-chung","Joseph Chang, Hsu Wei-ning, Jason Wang, Ruby Lin, Moon Lee, River Huang, Chen Chia-kuei, Ding Ning, Hsia Ching-ting, Rexen Cheng",Taiwan,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
Movie,Ekşi Elmalar,Yılmaz Erdoğan,"Yılmaz Erdoğan, Farah Zeynep Abdullah, Songül Öden, Şükran Ovalı, Devrim Yakut, Şükrü Özyıldız, Fatih Artman, Cezmi Baskın, Caner Cindoruk, Ersin Korkut",Turkey,2016,TV-PG,109 min,"Dramas, International Movies"
Movie,Love Is War,Omoni Oboli,"Omoni Oboli, Richard Mofe-Damijo, Jide Kosoko, Akin Lewis, Bimbo Manuel, Shaffy Bello, Toke Makinwa, Femi Branch, Uzor Osimkpa",Nigeria,2019,TV-14,111 min,"Comedies, Dramas, International Movies"
Movie,R.K.Nagar,Saravana Rajan,"Vaibhav Reddy, Sana Althaf, Sampath Raj, Inigo Prabhakaran, Anjana Keerthi, Subbu Panchu",India,2019,TV-14,132 min,"Action & Adventure, Comedies, Dramas"
Movie,Beynelmilel,"Muharrem Gülmez, Sırrı Süreyya Önder","Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan",Turkey,2006,TV-MA,102 min,"Comedies, Dramas, International Movies"
Movie,Bir Baba Hindu,Sermiyan Midyat,"Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol","Turkey, India",2016,TV-MA,107 min,"Action & Adventure, Comedies, International Movies"
Movie,Boushkash,"Ahmed Yousry, Hazem Fouda","Mohamed Saad, Zeina, Ezzat Abou Aouf, Edward, Hassan Hosny, Ahmed Rateb, Hamdi el Sakhawy, Safaa El-Toukhy",Egypt,2008,TV-MA,100 min,"Comedies, International Movies"
Movie,Cinar Agaci,Handan İpekçi,"Nurgül Yeşilçay, Celile Toyon Uysal, Deniz Deha Lostar, Settar Tanrıöğen, Suzan Aksoy, Hüseyin Avni Danyal, Jülide Kural, Ragıp Savaş",Turkey,2011,TV-14,115 min,"Comedies, Dramas, International Movies"
Movie,Görümce,Kıvanç Baruönü,"Eda Ece, Dilşah Demir, Gupse Özay, Buğra Gülsoy",Turkey,2016,TV-MA,104 min,"Comedies, International Movies, Music & Musicals"
Movie,İstanbul Kırmızısı,Ferzan Özpetek,"Halit Ergenç, Nejat İşler, Mehmet Günsür, Çiğdem Selışık Onat, Tuba Büyüküstün, Serra Yılmaz, Zerrin Tekindor, Ayten Gökçer, İpek Bilgin, Ergin Bal","Italy, Turkey",2017,TV-MA,110 min,"Dramas, Independent Movies, International Movies"
Movie,Küçük Esnaf,Bedran Güzel,"İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt",Turkey,2016,TV-MA,100 min,"Comedies, International Movies"
Movie,Neseli Hayat,Yılmaz Erdoğan,"Yılmaz Erdoğan, Ersin Korkut, Büşra Pekin, Erdal Tosun, Rıza Akın, Sinan Bengier, Cezmi Baskın, Ayberk Atilla, Fatma Murat, Metin Yıldız",Turkey,2009,TV-14,108 min,"Comedies, International Movies"
Movie,Organize Isler,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tolga Çevik, Demet Akbağ, Altan Erkekli, Özgü Namal, Erdal Tosun, Tuncer Salman, Öner Erkan, Ebru Akel, Başak Köklükaya, Cem Yılmaz",Turkey,2005,TV-14,104 min,"Action & Adventure, Comedies, International Movies"
Movie,The Reliant,Paul Munger,"Kevin Sorbo, Mollee Gray, Eric Roberts, Brian Bosworth, Julia Denton, Blake Burt, Marisa Lynae Hampton, Josh Murray, Kiera Strauss, Tyler Sanders",United States,2019,PG-13,116 min,"Dramas, Faith & Spirituality"
Movie,We'll Be Right Back After The Break,Ahmed Nader Galal,"Karim Abdel Aziz, Dina Fouad, Mohamed Lotfy, Ahmed Rateb, Rasha Amin, Youssef Eid, Mostafa Abbas, Maged El Kedwany, Sabri Abdulmonem, Abdalah Mishrif",Egypt,2012,TV-14,106 min,"Action & Adventure, Comedies, International Movies"
Movie,5Gang,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",Romania,2019,TV-14,96 min,"Comedies, International Movies"
Movie,Love Aaj Kal,Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Simone Singh, Monika Pawar, Amrit Arora, Siddharth Kak",India,2020,TV-MA,140 min,"Dramas, International Movies, Romantic Movies"
Movie,The Lift Boy,Jonathan Augustin,"Moin Khan, Nyla Masood, Saagar Kale, Neha Bam, Aneesha Shah, Damian Alexander D'Souza, Kaustubh Narain, Shilpa Iyer, Nil Mani, Pallas Prajapati",India,2020,TV-MA,107 min,"Dramas, Independent Movies, International Movies"
Movie,Bheeshma,Venky Kudumula,"Nitin Reddy, Rashmika Mandanna, Sampath Raj, Jishu Sengupta, Anant Nag",India,2020,TV-14,138 min,"Action & Adventure, Comedies, International Movies"
Movie,Bittersweet,Khaled Marei,"Ahmed Helmy, Lotfy Labib, Edward, Enaam Salousa",Egypt,2010,TV-MA,132 min,"Comedies, Dramas, International Movies"
Movie,No Direction Home: Bob Dylan,Martin Scorsese,"Bob Dylan, Joan Baez, Dave Van Ronk, Peter Yarrow, Allen Ginsberg, Pete Seeger, Maria Muldaur, Mavis Staples, Al Kooper, Tony Glover","United Kingdom, United States, Japan",2005,TV-MA,208 min,"Documentaries, Music & Musicals"
Movie,She Made Me a Criminal,Amr Arafa,"Ahmed Helmy, Ghada Adel, Hassan Hosny, Riham Abdel Ghafour, Edward, Abdullah Moshref, Youssef Eid, Mohamed Sharaf",Egypt,2006,TV-14,105 min,"Comedies, International Movies"
Movie,The Artist,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell","France, Belgium, United States",2011,PG-13,101 min,"Comedies, Dramas, Independent Movies"
Movie,The Dealer,Ahmed Saleh,"Ahmed El Sakka, Khaled El Nabawy, Mai Selim, Nedal El Shafey, Boris Abramov, Selami Şahin",Egypt,2010,TV-14,124 min,"Action & Adventure, International Movies"
Movie,The International Player,Ahmed Medhat,"Youssef El Sherif, Arwa Gouda, Salah Abdullah, Mohamed Lotfy, Dalal Abdel Aziz, Rahmah Hasan",Egypt,2009,TV-14,93 min,"Dramas, International Movies, Sports Movies"
Movie,The Promise,Mohamed Yassin,"Asser Yassin, Ruby, Ghassan Massoud, Bassem Samra, Ahmed Azmy",Egypt,2008,TV-14,110 min,"Dramas, International Movies"
Movie,الف مبروك,Ahmed Nader Galal,"Ahmed Helmy, Laila Ezz El Arab, Mahmoud El Fishawy, Mohamed Farraag, Sarrah Abdelrahman, Rahma Hassan, Amir Salah, Hany El Sabagh",Egypt,2009,TV-14,115 min,"Comedies, Dramas, International Movies"
Movie,Kolaiyuthir Kaalam,Chakri Toleti,"Nayanthara, Bhoomika Chawla, Prem Kathir, Rohini Hattangadi, Pratap Pothen, Julian Freund",India,2019,TV-14,107 min,"International Movies, Thrillers"
Movie,"Yours Sincerely, Kanan Gill",Neville Shah,Kanan Gill,India,2020,TV-MA,72 min,Stand-Up Comedy
Movie,My Stupid Boss,Upi Avianto,"Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae, Chew Kin Wah, Atikah Suhaime, Iskandar Zulkarnain, Melissa Karim, Richard Oh, Ting Tan",Indonesia,2016,TV-G,107 min,"Comedies, International Movies"
Movie,My Stupid Boss 2,Upi Avianto,"Reza Rahadian, Bunga Citra Lestari, Chew Kin Wah, Atikah Suhaime, Iedil Putra, Iskandar Zulkarnain, Alex Abbad, Melissa Karim",Indonesia,2019,TV-14,95 min,"Comedies, International Movies"
Movie,This Earth of Mankind,Hanung Bramantyo,"Iqbaal Ramadhan, Mawar de Jongh, Sha Ine Febriyanti, Giorgino Abraham, Bryan Domani, Jerome Kurnia, Donny Damara, Ayu Laksmi",Indonesia,2019,TV-14,180 min,"Dramas, International Movies"
Movie,Time to Hunt,Yoon Sung-hyun,"Lee Je-hoon, Ahn Jae-hong, Choi Woo-shik, Park Jeong-min, Park Hae-soo",South Korea,2020,TV-MA,135 min,"International Movies, Thrillers"
Movie,The Plagues of Breslau,Patryk Vega,"Małgorzata Kożuchowska, Daria Widawska, Katarzyna Bujakiewicz, Maria Dejmek, Andrzej Grabowski, Ewa Kasprzyk, Jacek Beler, Wojciech Kalinowski, Igor Kujawski, Iwona Bielska, Tomasz Oświeciński",Poland,2018,TV-MA,94 min,"International Movies, Thrillers"
Movie,The Set Up,Niyi Akinmolayan,"Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole",Nigeria,2019,TV-MA,105 min,"Dramas, International Movies"
Movie,The Silence of the Marsh,Marc Vigil,"Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira",Spain,2019,TV-MA,93 min,"International Movies, Thrillers"
Movie,The Willoughbys,Kris Pearn,"Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen","Canada, United States, United Kingdom",2020,PG,92 min,"Children & Family Movies, Comedies"
TV Show,Middleditch & Schwartz,Ryan Polito,"Thomas Middleditch, Ben Schwartz",United States,2020,TV-MA,1 Season,TV Comedies
Movie,Varane Avashyamund,Anoop Sathyan,"Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose",India,2020,TV-14,144 min,"Comedies, Dramas, International Movies"
Movie,Babamın Ceketi,Müfit Can Saçıntı,"Müfit Can Saçıntı, Mert Turak, Ünal Yeter, Elif Nur Kerkük, Uğur Demirpehlivan, Ayşen Gruda, Erkan Can, Banu Manioğlu",Turkey,2018,TV-MA,101 min,"Comedies, International Movies"
Movie,Earth and Blood,Julien Leclercq,"Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre","France, Belgium",2020,TV-MA,81 min,"Dramas, International Movies, Thrillers"
Movie,Rising High,Cüneyt Kaya,"David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla",Germany,2020,TV-MA,95 min,"Dramas, International Movies"
Movie,Sergio,Greg Barker,"Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford",United States,2020,R,119 min,"Dramas, Independent Movies"
Movie,The Legacy of the Bones,Fernando González Molina,"Marta Etura, Carlos Librado ""Nene"", Leonardo Sbaraglia, Francesc Orella, Imanol Arias, Benn Northover, Itziar Aizpuru, Patricia López Arnaiz, Alicia Sánchez, Eduardo Rosa","Spain, Germany",2019,TV-MA,121 min,"International Movies, Thrillers"
Movie,Alelí,Leticia Jorge Romero,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli","Uruguay, Argentina",2019,TV-MA,88 min,"Comedies, Dramas, International Movies"
TV Show,Fary : Hexagone,"Adrien Lagier, Ousmane Ly",Fary,France,2020,TV-MA,2 Seasons,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
Movie,"Hail, Caesar!","Ethan Coen, Joel Coen","Josh Brolin, George Clooney, Scarlett Johansson, Alden Ehrenreich, Ralph Fiennes, Tilda Swinton, Channing Tatum, Frances McDormand, Jonah Hill, Veronica Osorio, Heather Goldenhersh, Alison Pill","United States, United Kingdom, Japan",2016,PG-13,106 min,Comedies
Movie,Jem and the Holograms,Jon M. Chu,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun",United States,2015,PG,119 min,"Children & Family Movies, Dramas, Music & Musicals"
Movie,Maurício Meirelles: Generating Chaos,Diego Pignataro,Maurício Meirelles,Brazil,2020,TV-MA,63 min,Stand-Up Comedy
Movie,Puerto Ricans in Paris,Ian Edelman,"Luis Guzmán, Edgar Garcia, Alice Taglioni, Rosie Perez, Miriam Shor, Frédéric Anscombre, Rosario Dawson, Julie Ferrier, Michaël Cohen, Ravi Patel",United States,2015,R,82 min,Comedies
Movie,Stunt School,Ali Yorgancıoğlu,"Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu",Turkey,2019,TV-G,95 min,"Children & Family Movies, Comedies, International Movies"
Movie,For the Broken Hearted,Digo Ricio,"Yassi Pressman, Sam Concepcion, Louise De Los Reyes, Shy Carlos, Marco Gumabao, Katya Santos, Andrea Del Rosario, Lander Vera Perez, Christopher Roxas",Philippines,2018,TV-14,93 min,"Dramas, International Movies, Romantic Movies"
Movie,Mischief,Emcy Joseph,"Suraj Venjaramoodu, Soubin Shahir, Surabhi Lakshmi, Vincy Aloshious, Gracy Soudi, Mammukoya, Jaffer Idukki, Baburaj, Sudhi Koppa, Irshad",India,2019,TV-PG,120 min,"Comedies, Dramas, Independent Movies"
Movie,World Famous Lover,Kranthi Madhav,"Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite",India,2020,TV-MA,147 min,"Dramas, International Movies, Romantic Movies"
Movie,Chris D'Elia: No Pain,Matt D'Elia,Chris D'Elia,United States,2020,TV-MA,55 min,Stand-Up Comedy
Movie,New Money,Tope Oshin,"Jemima Osunde, Blossom Chukwujekwu, Kate Henshaw-Nuttal, Dakore Akande, Wale Ojo, Wofai Fada, Osas Ighodaro Ajibade, Falz, Daniel Effiong, Adeolu Adefarasin",Nigeria,2018,TV-14,107 min,"Dramas, International Movies"
Movie,Moms at War,Omoni Oboli,"Omoni Oboli, Funke Akindele, Yul Edochie, Abayomi Alvin, Adebukola Oladipupo, Sharon Ooja, Eucharia Anunobi, Harriet Akinola, Michelle Dede",Nigeria,2018,TV-14,92 min,"Comedies, Dramas, International Movies"
